type,entity,text
match,Royal Challengers Bengaluru vs Sunrisers Hyderabad,"IPL match on 2024-04-25: Royal Challengers Bengaluru played against Sunrisers Hyderabad at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Royal Challengers Bengaluru who chose to bat. Match winner was Royal Challengers Bengaluru."
match,Kolkata Knight Riders vs Punjab Kings,"IPL match on 2024-04-26: Kolkata Knight Riders played against Punjab Kings at Eden Gardens, Kolkata. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Delhi Capitals vs Mumbai Indians,"IPL match on 2024-04-27: Delhi Capitals played against Mumbai Indians at Arun Jaitley Stadium, Delhi. Toss winner was Mumbai Indians who chose to field. Match winner was Delhi Capitals."
match,Lucknow Super Giants vs Rajasthan Royals,"IPL match on 2024-04-27: Lucknow Super Giants played against Rajasthan Royals at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Gujarat Titans vs Royal Challengers Bengaluru,"IPL match on 2024-04-28: Gujarat Titans played against Royal Challengers Bengaluru at Narendra Modi Stadium, Ahmedabad. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Chennai Super Kings vs Sunrisers Hyderabad,"IPL match on 2024-04-28: Chennai Super Kings played against Sunrisers Hyderabad at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Chennai Super Kings."
match,Delhi Capitals vs Kolkata Knight Riders,"IPL match on 2024-04-29: Delhi Capitals played against Kolkata Knight Riders at Eden Gardens, Kolkata. Toss winner was Delhi Capitals who chose to bat. Match winner was Kolkata Knight Riders."
match,Mumbai Indians vs Lucknow Super Giants,"IPL match on 2024-04-30: Mumbai Indians played against Lucknow Super Giants at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Lucknow Super Giants who chose to field. Match winner was Lucknow Super Giants."
match,Chennai Super Kings vs Punjab Kings,"IPL match on 2024-05-01: Chennai Super Kings played against Punjab Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Sunrisers Hyderabad vs Rajasthan Royals,"IPL match on 2024-05-02: Sunrisers Hyderabad played against Rajasthan Royals at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Sunrisers Hyderabad."
match,Kolkata Knight Riders vs Mumbai Indians,"IPL match on 2024-05-03: Kolkata Knight Riders played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Kolkata Knight Riders."
match,Gujarat Titans vs Royal Challengers Bengaluru,"IPL match on 2024-05-04: Gujarat Titans played against Royal Challengers Bengaluru at M Chinnaswamy Stadium, Bengaluru. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Chennai Super Kings vs Punjab Kings,"IPL match on 2024-05-05: Chennai Super Kings played against Punjab Kings at Himachal Pradesh Cricket Association Stadium, Dharamsala. Toss winner was Punjab Kings who chose to field. Match winner was Chennai Super Kings."
match,Kolkata Knight Riders vs Lucknow Super Giants,"IPL match on 2024-05-05: Kolkata Knight Riders played against Lucknow Super Giants at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Lucknow Super Giants who chose to field. Match winner was Kolkata Knight Riders."
match,Sunrisers Hyderabad vs Mumbai Indians,"IPL match on 2024-05-06: Sunrisers Hyderabad played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Delhi Capitals vs Rajasthan Royals,"IPL match on 2024-05-07: Delhi Capitals played against Rajasthan Royals at Arun Jaitley Stadium, Delhi. Toss winner was Rajasthan Royals who chose to field. Match winner was Delhi Capitals."
match,Lucknow Super Giants vs Sunrisers Hyderabad,"IPL match on 2024-05-08: Lucknow Super Giants played against Sunrisers Hyderabad at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Lucknow Super Giants who chose to bat. Match winner was Sunrisers Hyderabad."
match,Royal Challengers Bengaluru vs Punjab Kings,"IPL match on 2024-05-09: Royal Challengers Bengaluru played against Punjab Kings at Himachal Pradesh Cricket Association Stadium, Dharamsala. Toss winner was Punjab Kings who chose to field. Match winner was Royal Challengers Bengaluru."
match,Gujarat Titans vs Chennai Super Kings,"IPL match on 2024-05-10: Gujarat Titans played against Chennai Super Kings at Narendra Modi Stadium, Ahmedabad. Toss winner was Chennai Super Kings who chose to field. Match winner was Gujarat Titans."
match,Kolkata Knight Riders vs Mumbai Indians,"IPL match on 2024-05-11: Kolkata Knight Riders played against Mumbai Indians at Eden Gardens, Kolkata. Toss winner was Mumbai Indians who chose to field. Match winner was Kolkata Knight Riders."
match,Royal Challengers Bengaluru vs Delhi Capitals,"IPL match on 2024-05-12: Royal Challengers Bengaluru played against Delhi Capitals at M Chinnaswamy Stadium, Bengaluru. Toss winner was Delhi Capitals who chose to field. Match winner was Royal Challengers Bengaluru."
match,Rajasthan Royals vs Chennai Super Kings,"IPL match on 2024-05-12: Rajasthan Royals played against Chennai Super Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Rajasthan Royals who chose to bat. Match winner was Chennai Super Kings."
match,Delhi Capitals vs Lucknow Super Giants,"IPL match on 2024-05-14: Delhi Capitals played against Lucknow Super Giants at Arun Jaitley Stadium, Delhi. Toss winner was Lucknow Super Giants who chose to field. Match winner was Delhi Capitals."
match,Rajasthan Royals vs Punjab Kings,"IPL match on 2024-05-15: Rajasthan Royals played against Punjab Kings at Barsapara Cricket Stadium, Guwahati. Toss winner was Rajasthan Royals who chose to bat. Match winner was Punjab Kings."
match,Lucknow Super Giants vs Mumbai Indians,"IPL match on 2024-05-17: Lucknow Super Giants played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Lucknow Super Giants."
match,Royal Challengers Bengaluru vs Chennai Super Kings,"IPL match on 2024-05-18: Royal Challengers Bengaluru played against Chennai Super Kings at M Chinnaswamy Stadium, Bengaluru. Toss winner was Chennai Super Kings who chose to field. Match winner was Royal Challengers Bengaluru."
match,Punjab Kings vs Sunrisers Hyderabad,"IPL match on 2024-05-19: Punjab Kings played against Sunrisers Hyderabad at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Punjab Kings who chose to bat. Match winner was Sunrisers Hyderabad."
match,Sunrisers Hyderabad vs Kolkata Knight Riders,"IPL match on 2024-05-21: Sunrisers Hyderabad played against Kolkata Knight Riders at Narendra Modi Stadium, Ahmedabad. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Kolkata Knight Riders."
match,Royal Challengers Bengaluru vs Rajasthan Royals,"IPL match on 2024-05-22: Royal Challengers Bengaluru played against Rajasthan Royals at Narendra Modi Stadium, Ahmedabad. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Sunrisers Hyderabad vs Rajasthan Royals,"IPL match on 2024-05-24: Sunrisers Hyderabad played against Rajasthan Royals at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Rajasthan Royals who chose to field. Match winner was Sunrisers Hyderabad."
match,Sunrisers Hyderabad vs Kolkata Knight Riders,"IPL match on 2024-05-26: Sunrisers Hyderabad played against Kolkata Knight Riders at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Kolkata Knight Riders."
match,Kolkata Knight Riders vs Royal Challengers Bengaluru,"IPL match on 2025-03-22: Kolkata Knight Riders played against Royal Challengers Bengaluru at Eden Gardens, Kolkata. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Mumbai Indians vs Chennai Super Kings,"IPL match on 2025-03-23: Mumbai Indians played against Chennai Super Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings."
match,Sunrisers Hyderabad vs Rajasthan Royals,"IPL match on 2025-03-23: Sunrisers Hyderabad played against Rajasthan Royals at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Rajasthan Royals who chose to field. Match winner was Sunrisers Hyderabad."
match,Lucknow Super Giants vs Delhi Capitals,"IPL match on 2025-03-24: Lucknow Super Giants played against Delhi Capitals at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Punjab Kings vs Gujarat Titans,"IPL match on 2025-03-25: Punjab Kings played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Gujarat Titans who chose to field. Match winner was Punjab Kings."
match,Rajasthan Royals vs Kolkata Knight Riders,"IPL match on 2025-03-26: Rajasthan Royals played against Kolkata Knight Riders at Barsapara Cricket Stadium, Guwahati. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders."
match,Sunrisers Hyderabad vs Lucknow Super Giants,"IPL match on 2025-03-27: Sunrisers Hyderabad played against Lucknow Super Giants at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Lucknow Super Giants who chose to field. Match winner was Lucknow Super Giants."
match,Royal Challengers Bengaluru vs Chennai Super Kings,"IPL match on 2025-03-28: Royal Challengers Bengaluru played against Chennai Super Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Chennai Super Kings who chose to field. Match winner was Royal Challengers Bengaluru."
match,Gujarat Titans vs Mumbai Indians,"IPL match on 2025-03-29: Gujarat Titans played against Mumbai Indians at Narendra Modi Stadium, Ahmedabad. Toss winner was Mumbai Indians who chose to field. Match winner was Gujarat Titans."
match,Rajasthan Royals vs Chennai Super Kings,"IPL match on 2025-03-30: Rajasthan Royals played against Chennai Super Kings at Barsapara Cricket Stadium, Guwahati. Toss winner was Chennai Super Kings who chose to field. Match winner was Rajasthan Royals."
match,Sunrisers Hyderabad vs Delhi Capitals,"IPL match on 2025-03-30: Sunrisers Hyderabad played against Delhi Capitals at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Delhi Capitals."
match,Kolkata Knight Riders vs Mumbai Indians,"IPL match on 2025-03-31: Kolkata Knight Riders played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Lucknow Super Giants vs Punjab Kings,"IPL match on 2025-04-01: Lucknow Super Giants played against Punjab Kings at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Royal Challengers Bengaluru vs Gujarat Titans,"IPL match on 2025-04-02: Royal Challengers Bengaluru played against Gujarat Titans at M Chinnaswamy Stadium, Bengaluru. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Kolkata Knight Riders vs Sunrisers Hyderabad,"IPL match on 2025-04-03: Kolkata Knight Riders played against Sunrisers Hyderabad at Eden Gardens, Kolkata. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Kolkata Knight Riders."
match,Lucknow Super Giants vs Mumbai Indians,"IPL match on 2025-04-04: Lucknow Super Giants played against Mumbai Indians at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Mumbai Indians who chose to field. Match winner was Lucknow Super Giants."
match,Delhi Capitals vs Chennai Super Kings,"IPL match on 2025-04-05: Delhi Capitals played against Chennai Super Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Delhi Capitals who chose to bat. Match winner was Delhi Capitals."
match,Rajasthan Royals vs Punjab Kings,"IPL match on 2025-04-05: Rajasthan Royals played against Punjab Kings at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur. Toss winner was Punjab Kings who chose to field. Match winner was Rajasthan Royals."
match,Sunrisers Hyderabad vs Gujarat Titans,"IPL match on 2025-04-06: Sunrisers Hyderabad played against Gujarat Titans at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Royal Challengers Bengaluru vs Mumbai Indians,"IPL match on 2025-04-07: Royal Challengers Bengaluru played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Royal Challengers Bengaluru."
match,Punjab Kings vs Chennai Super Kings,"IPL match on 2025-04-08: Punjab Kings played against Chennai Super Kings at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur. Toss winner was Punjab Kings who chose to bat. Match winner was Punjab Kings."
match,Lucknow Super Giants vs Kolkata Knight Riders,"IPL match on 2025-04-08: Lucknow Super Giants played against Kolkata Knight Riders at Eden Gardens, Kolkata. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Lucknow Super Giants."
match,Gujarat Titans vs Rajasthan Royals,"IPL match on 2025-04-09: Gujarat Titans played against Rajasthan Royals at Narendra Modi Stadium, Ahmedabad. Toss winner was Rajasthan Royals who chose to field. Match winner was Gujarat Titans."
match,Royal Challengers Bengaluru vs Delhi Capitals,"IPL match on 2025-04-10: Royal Challengers Bengaluru played against Delhi Capitals at M Chinnaswamy Stadium, Bengaluru. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Chennai Super Kings vs Kolkata Knight Riders,"IPL match on 2025-04-11: Chennai Super Kings played against Kolkata Knight Riders at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders."
match,Gujarat Titans vs Lucknow Super Giants,"IPL match on 2025-04-12: Gujarat Titans played against Lucknow Super Giants at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Lucknow Super Giants who chose to field. Match winner was Lucknow Super Giants."
match,Punjab Kings vs Sunrisers Hyderabad,"IPL match on 2025-04-12: Punjab Kings played against Sunrisers Hyderabad at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Punjab Kings who chose to bat. Match winner was Sunrisers Hyderabad."
match,Rajasthan Royals vs Royal Challengers Bengaluru,"IPL match on 2025-04-13: Rajasthan Royals played against Royal Challengers Bengaluru at Sawai Mansingh Stadium, Jaipur. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Mumbai Indians vs Delhi Capitals,"IPL match on 2025-04-13: Mumbai Indians played against Delhi Capitals at Arun Jaitley Stadium, Delhi. Toss winner was Delhi Capitals who chose to field. Match winner was Mumbai Indians."
match,Lucknow Super Giants vs Chennai Super Kings,"IPL match on 2025-04-14: Lucknow Super Giants played against Chennai Super Kings at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings."
match,Punjab Kings vs Kolkata Knight Riders,"IPL match on 2025-04-15: Punjab Kings played against Kolkata Knight Riders at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur. Toss winner was Punjab Kings who chose to bat. Match winner was Punjab Kings."
match,Delhi Capitals vs Rajasthan Royals,"IPL match on 2025-04-16: Delhi Capitals played against Rajasthan Royals at Arun Jaitley Stadium, Delhi. Toss winner was Rajasthan Royals who chose to field. Match winner was No Result."
match,Sunrisers Hyderabad vs Mumbai Indians,"IPL match on 2025-04-17: Sunrisers Hyderabad played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Royal Challengers Bengaluru vs Punjab Kings,"IPL match on 2025-04-18: Royal Challengers Bengaluru played against Punjab Kings at M Chinnaswamy Stadium, Bengaluru. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Lucknow Super Giants vs Rajasthan Royals,"IPL match on 2025-04-19: Lucknow Super Giants played against Rajasthan Royals at Sawai Mansingh Stadium, Jaipur. Toss winner was Lucknow Super Giants who chose to bat. Match winner was Lucknow Super Giants."
match,Delhi Capitals vs Gujarat Titans,"IPL match on 2025-04-19: Delhi Capitals played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Punjab Kings vs Royal Challengers Bengaluru,"IPL match on 2025-04-20: Punjab Kings played against Royal Challengers Bengaluru at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Chennai Super Kings vs Mumbai Indians,"IPL match on 2025-04-20: Chennai Super Kings played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Gujarat Titans vs Kolkata Knight Riders,"IPL match on 2025-04-21: Gujarat Titans played against Kolkata Knight Riders at Eden Gardens, Kolkata. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Gujarat Titans."
match,Lucknow Super Giants vs Delhi Capitals,"IPL match on 2025-04-22: Lucknow Super Giants played against Delhi Capitals at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Sunrisers Hyderabad vs Mumbai Indians,"IPL match on 2025-04-23: Sunrisers Hyderabad played against Mumbai Indians at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Royal Challengers Bengaluru vs Rajasthan Royals,"IPL match on 2025-04-24: Royal Challengers Bengaluru played against Rajasthan Royals at M Chinnaswamy Stadium, Bengaluru. Toss winner was Rajasthan Royals who chose to field. Match winner was Royal Challengers Bengaluru."
match,Chennai Super Kings vs Sunrisers Hyderabad,"IPL match on 2025-04-25: Chennai Super Kings played against Sunrisers Hyderabad at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Sunrisers Hyderabad."
match,Punjab Kings vs Kolkata Knight Riders,"IPL match on 2025-04-26: Punjab Kings played against Kolkata Knight Riders at Eden Gardens, Kolkata. Toss winner was Punjab Kings who chose to bat. Match winner was No Result."
match,Mumbai Indians vs Lucknow Super Giants,"IPL match on 2025-04-27: Mumbai Indians played against Lucknow Super Giants at Wankhede Stadium, Mumbai. Toss winner was Lucknow Super Giants who chose to field. Match winner was Mumbai Indians."
match,Delhi Capitals vs Royal Challengers Bengaluru,"IPL match on 2025-04-27: Delhi Capitals played against Royal Challengers Bengaluru at Arun Jaitley Stadium, Delhi. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Gujarat Titans vs Rajasthan Royals,"IPL match on 2025-04-28: Gujarat Titans played against Rajasthan Royals at Sawai Mansingh Stadium, Jaipur. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Kolkata Knight Riders vs Delhi Capitals,"IPL match on 2025-04-29: Kolkata Knight Riders played against Delhi Capitals at Arun Jaitley Stadium, Delhi. Toss winner was Delhi Capitals who chose to field. Match winner was Kolkata Knight Riders."
match,Chennai Super Kings vs Punjab Kings,"IPL match on 2025-04-30: Chennai Super Kings played against Punjab Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Mumbai Indians vs Rajasthan Royals,"IPL match on 2025-05-01: Mumbai Indians played against Rajasthan Royals at Sawai Mansingh Stadium, Jaipur. Toss winner was Rajasthan Royals who chose to field. Match winner was Mumbai Indians."
match,Gujarat Titans vs Sunrisers Hyderabad,"IPL match on 2025-05-02: Gujarat Titans played against Sunrisers Hyderabad at Narendra Modi Stadium, Ahmedabad. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Gujarat Titans."
match,Royal Challengers Bengaluru vs Chennai Super Kings,"IPL match on 2025-05-03: Royal Challengers Bengaluru played against Chennai Super Kings at M Chinnaswamy Stadium, Bengaluru. Toss winner was Chennai Super Kings who chose to field. Match winner was Royal Challengers Bengaluru."
match,Kolkata Knight Riders vs Rajasthan Royals,"IPL match on 2025-05-04: Kolkata Knight Riders played against Rajasthan Royals at Eden Gardens, Kolkata. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Kolkata Knight Riders."
match,Punjab Kings vs Lucknow Super Giants,"IPL match on 2025-05-04: Punjab Kings played against Lucknow Super Giants at Himachal Pradesh Cricket Association Stadium, Dharamsala. Toss winner was Lucknow Super Giants who chose to field. Match winner was Punjab Kings."
match,Delhi Capitals vs Sunrisers Hyderabad,"IPL match on 2025-05-05: Delhi Capitals played against Sunrisers Hyderabad at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was No Result."
match,Mumbai Indians vs Gujarat Titans,"IPL match on 2025-05-06: Mumbai Indians played against Gujarat Titans at Wankhede Stadium, Mumbai. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Kolkata Knight Riders vs Chennai Super Kings,"IPL match on 2025-05-07: Kolkata Knight Riders played against Chennai Super Kings at Eden Gardens, Kolkata. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Chennai Super Kings."
match,Punjab Kings vs Delhi Capitals,"IPL match on 2025-05-08: Punjab Kings played against Delhi Capitals at Himachal Pradesh Cricket Association Stadium, Dharamsala. Toss winner was Punjab Kings who chose to bat. Match winner was No Result."
match,Delhi Capitals vs Gujarat Titans,"IPL match on 2025-05-18: Delhi Capitals played against Gujarat Titans at Arun Jaitley Stadium, Delhi. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Punjab Kings vs Rajasthan Royals,"IPL match on 2025-05-18: Punjab Kings played against Rajasthan Royals at Sawai Mansingh Stadium, Jaipur. Toss winner was Punjab Kings who chose to bat. Match winner was Punjab Kings."
match,Lucknow Super Giants vs Sunrisers Hyderabad,"IPL match on 2025-05-19: Lucknow Super Giants played against Sunrisers Hyderabad at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Sunrisers Hyderabad."
match,Chennai Super Kings vs Rajasthan Royals,"IPL match on 2025-05-20: Chennai Super Kings played against Rajasthan Royals at Arun Jaitley Stadium, Delhi. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Mumbai Indians vs Delhi Capitals,"IPL match on 2025-05-21: Mumbai Indians played against Delhi Capitals at Wankhede Stadium, Mumbai. Toss winner was Delhi Capitals who chose to field. Match winner was Mumbai Indians."
match,Lucknow Super Giants vs Gujarat Titans,"IPL match on 2025-05-22: Lucknow Super Giants played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Gujarat Titans who chose to field. Match winner was Lucknow Super Giants."
match,Sunrisers Hyderabad vs Royal Challengers Bengaluru,"IPL match on 2025-05-23: Sunrisers Hyderabad played against Royal Challengers Bengaluru at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Sunrisers Hyderabad."
match,Punjab Kings vs Delhi Capitals,"IPL match on 2025-05-24: Punjab Kings played against Delhi Capitals at Sawai Mansingh Stadium, Jaipur. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Chennai Super Kings vs Gujarat Titans,"IPL match on 2025-05-25: Chennai Super Kings played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings."
match,Sunrisers Hyderabad vs Kolkata Knight Riders,"IPL match on 2025-05-25: Sunrisers Hyderabad played against Kolkata Knight Riders at Arun Jaitley Stadium, Delhi. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Sunrisers Hyderabad."
match,Mumbai Indians vs Punjab Kings,"IPL match on 2025-05-26: Mumbai Indians played against Punjab Kings at Sawai Mansingh Stadium, Jaipur. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Lucknow Super Giants vs Royal Challengers Bengaluru,"IPL match on 2025-05-27: Lucknow Super Giants played against Royal Challengers Bengaluru at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Punjab Kings vs Royal Challengers Bengaluru,"IPL match on 2025-05-29: Punjab Kings played against Royal Challengers Bengaluru at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Mumbai Indians vs Gujarat Titans,"IPL match on 2025-05-30: Mumbai Indians played against Gujarat Titans at Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians."
match,Mumbai Indians vs Punjab Kings,"IPL match on 2025-06-01: Mumbai Indians played against Punjab Kings at Narendra Modi Stadium, Ahmedabad. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Royal Challengers Bengaluru vs Punjab Kings,"IPL match on 2025-06-03: Royal Challengers Bengaluru played against Punjab Kings at Narendra Modi Stadium, Ahmedabad. Toss winner was Punjab Kings who chose to field. Match winner was Royal Challengers Bengaluru."
match,Sunrisers Hyderabad vs Royal Challengers Bengaluru,"IPL match on 2026-03-28: Sunrisers Hyderabad played against Royal Challengers Bengaluru at M Chinnaswamy Stadium, Bengaluru. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Kolkata Knight Riders vs Mumbai Indians,"IPL match on 2026-03-29: Kolkata Knight Riders played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Chennai Super Kings vs Rajasthan Royals,"IPL match on 2026-03-30: Chennai Super Kings played against Rajasthan Royals at Barsapara Cricket Stadium, Guwahati. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Gujarat Titans vs Punjab Kings,"IPL match on 2026-03-31: Gujarat Titans played against Punjab Kings at Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Lucknow Super Giants vs Delhi Capitals,"IPL match on 2026-04-01: Lucknow Super Giants played against Delhi Capitals at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Sunrisers Hyderabad vs Kolkata Knight Riders,"IPL match on 2026-04-02: Sunrisers Hyderabad played against Kolkata Knight Riders at Eden Gardens, Kolkata. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Sunrisers Hyderabad."
match,Chennai Super Kings vs Punjab Kings,"IPL match on 2026-04-03: Chennai Super Kings played against Punjab Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Mumbai Indians vs Delhi Capitals,"IPL match on 2026-04-04: Mumbai Indians played against Delhi Capitals at Arun Jaitley Stadium, Delhi. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Rajasthan Royals vs Gujarat Titans,"IPL match on 2026-04-04: Rajasthan Royals played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Rajasthan Royals who chose to bat. Match winner was Rajasthan Royals."
